newNames,biasWithoutSum,biasWithoutSum_zscore,partyDummy,genderDummy,jobDummy,age_zscore,monthlyEdit_zscore,pageviews,editors,assessValue,characters,words,unique_references,links_out_count,links_in_count,assessValueDummy,outLink_zscore,inLink_zscore,unique_references_zscore,words_zscore,characters_zscore,editors_zscore,pageviews_zscore,gini_index,gini_zscore,wordHuman_zscore
John_Cornyn,-0.8461538461538461,-0.9057418129245468,1,1,1,0.77187799426173,0.4237767540022782,14598,1036,B,26886,4298,152,757.0,1084.0,1,0.7466719741546466,0.892709616182291,1.1258400701444964,1.0634172938511737,1.05580262637657,1.842313321283367,0.1924032134668698,0.4255660749506903,-0.5507669517915471,0.481570234341139
Lisa_Murkowski,-0.8909090909090909,-1.0384684684812944,1,0,1,0.3774811754428923,0.4900409242684883,15354,1005,C,15509,2457,97,785.0,972.0,0,0.8450060424245114,0.6705173168387146,0.2992887771810508,0.1375105486939309,0.1440019572159899,1.7573244928997265,0.2226898020506051,0.43448151798915724,-0.42751101506149025,0.8675922179047383
Lindsey_Graham,-0.6832579185520362,-0.422655823949619,1,1,1,0.5352399029704273,1.5664956085930406,70361,1674,C,55588,9058,271,1388.0,2026.0,0,2.962700441236242,2.7615055624470144,2.9141965040108606,3.457396710987771,3.356101721590332,3.591438240920866,2.42635961451824,0.48350344577439247,0.2502167886396011,0.2580838199451365
John_Thune,-0.5670103092783505,-0.077910610740707,1,1,1,0.061963720387822,0.0288963924158847,11613,827,C,21023,3394,123,627.0,758.0,0,0.2901209429017029,0.2459713163072381,0.6900221156728614,0.6087623793361561,0.5859171272741283,1.2693241234710826,0.072819262511248,0.4514957944573428,-0.19228876364649083,-0.4960210095426477
Bob_Menendez,-0.75,-0.6205868888768463,0,1,1,0.6141192667341949,0.2939530734807242,17717,1073,B,38551,6054,216,867.0,1535.0,1,1.1329843852148296,1.7874303930033,2.087645211047415,1.9465744065595487,1.9906848278143976,1.943751600321905,0.3173554221873336,0.48023627287853576,0.20504814654291872,0.1365652861665839
Ben_Cardin,-0.5925925925925926,-0.1537777169172773,0,1,1,1.481792268135638,-0.1239168981980278,11132,623,B,25021,3948,90,569.0,720.0,1,0.0864289443426973,0.1705846433156675,0.194091339894794,0.8873893955323063,0.906333676039532,0.7100428012045469,0.0535496208329719,0.41925626439753655,-0.6380000379054485,-0.5916210060784507
Sherrod_Brown,-0.7192982456140351,-0.5295374219002121,0,1,1,0.77187799426173,0.1911759930678273,19479,917,B,31392,4973,161,755.0,977.0,1,0.7396481121353705,0.6804366159165528,1.261093918083969,1.402899669180418,1.4169324334643412,1.5160658832945542,0.3879440056324946,0.4423345738404284,-0.3189425736541942,-0.06451954003018
Bob_Casey_Jr.,-0.4791666666666667,0.1825994805241765,0,1,1,0.1408430841515896,-0.0427770978720565,11670,970,Start,24886,3975,128,619.0,603.0,0,0.2620254948245987,-0.0615269551057471,0.765163142305902,0.900968690545476,0.8955142077845722,1.6613693640794875,0.0751027751425613,0.4801413091953821,0.2037352742973178,-0.0836351024563133
Amy_Klobuchar,-0.8390804597701149,-0.8847648989716124,0,0,1,0.1408430841515896,0.9227865260070016,22838,1141,C,17576,2766,130,761.0,1408.0,0,0.7607196981931987,1.5354801964262088,0.7952195529591182,0.2929180360668739,0.3096600378308198,2.130178707744084,0.522511004379541,0.4721230366492147,0.09288271325569496,-0.1602760340850647
Sheldon_Whitehouse,-0.7358490566037735,-0.5786206925075619,0,1,1,0.5352399029704273,-0.1726007783936106,19022,584,C,17233,2676,82,436.0,655.0,0,-0.3806578799391604,0.0416337553037705,0.0738656972819292,0.247653719356308,0.2821705740422922,0.6031213719477092,0.3696358429568768,0.36132920862825535,-1.4388411727824375,0.3012015568371475
Jon_Tester,-0.8309859154929577,-0.8607596277226559,0,1,1,0.4563605392066598,-0.0224921477905637,25990,657,C,20556,3296,110,474.0,640.0,0,-0.2472045015729153,0.0118758580702558,0.4946554464269561,0.5594745678068732,0.5484897815328967,0.8032563549156362,0.6487852467286599,0.43212598567645616,-0.46007623256635294,-0.5006539626391521
John_Barrasso,-0.813953488372093,-0.810248070917875,1,1,1,0.77187799426173,-0.2239893186000592,6995,563,C,11531,1839,64,538.0,592.0,0,-0.0224409169560815,-0.0833494130769912,-0.1966419985970166,-0.173304426051955,-0.1748117073634939,0.5455482946555658,-0.1121853222502466,0.4065847263192396,-0.8131839619025275,-0.9309918086584248
Roger_Wicker,-0.7857142857142857,-0.7265015749517064,1,1,1,0.8507573580254976,-0.1726007783936106,6807,547,C,19381,3077,90,594.0,676.0,0,0.174227219583648,0.0832948114306911,0.194091339894794,0.4493313971444961,0.4543203356100979,0.5016830929091708,-0.1197169077710697,0.4318113439552102,-0.46442615212943017,-0.5388308953466336
Jeanne_Shaheen,-0.48,0.1801281378490966,0,0,1,1.1662748130805678,-0.2753778588065076,11087,563,B,15083,2440,71,513.0,763.0,1,-0.1102391921970322,0.2558906153850764,-0.0914445613107598,0.1289606222041573,0.1098605240558944,0.5455482946555658,0.0517468477029876,0.40124881656898415,-0.8869528763285538,0.1338298397718384
Mark_Warner,-0.8888888888888888,-1.0324773347235243,0,1,1,0.6141192667341949,0.0126684323506904,19627,1030,B,29098,4610,117,798.0,1396.0,1,0.8906611455498057,1.5116738786393968,0.5998528837132129,1.2203335917811355,1.2330816173393198,1.8258638706284689,0.3938731261488872,0.41043047034764824,-0.7600165780046836,0.0524092097007003
Jim_Risch,-0.3888888888888889,0.4503282703245175,1,1,1,1.481792268135638,-0.1644867983610135,12268,473,C,13526,2177,65,559.0,613.0,0,0.051309634246317,-0.0416883569500706,-0.1816137932704085,-0.003311769961163,-0.0149240098179759,0.2988065348320941,0.0990596269587965,0.4504711375212224,-0.20645463851592216,-1.0010013370910775
Jeff_Merkley,-0.7931034482758621,-0.7484149582775397,0,1,1,0.4563605392066598,-0.3267663990129561,5262,399,C,39086,6100,129,473.0,625.0,0,-0.2507164325825534,-0.0178820391632588,0.7801913476325101,1.9697095017671715,2.0335619797877573,0.0959299767550174,-0.1816121185671955,0.4364718482252142,-0.3999947136742361,0.1984073014708547
Michael_Bennet,-0.3809523809523809,0.4738648672300421,0,1,1,-0.1746743709034805,0.1492537628994087,9376,675,B,25129,3975,122,705.0,853.0,1,0.5640515616534691,0.4344379987861646,0.6749939103462533,0.900968690545476,0.9149892506435,0.8526047068803305,-0.0167985928615245,0.48365450526429293,0.2523051850153406,-0.5224247722136384
Kirsten_Gillibrand,-0.8620689655172413,-0.9529398693186488,0,0,1,-0.3324330984310156,0.678014795023655,20674,1273,GA,30960,4883,159,857.0,1478.0,1,1.097865075118449,1.674350383515944,1.2310375074307531,1.357635352469852,1.3823101350484697,2.492066622151842,0.4358176476398541,0.5585128726287263,1.2872215825264801,1.0288239622427922
Joe_Manchin,-0.4684684684684684,0.2143261770285829,0,1,1,1.1662748130805678,1.433967268060621,34745,1169,C,55613,8993,288,798.0,1193.0,0,0.8906611455498057,1.1089503360791646,3.1696759945631983,3.424705815585696,3.358105326822732,2.2069428108002747,0.9995247745733732,0.5278825347758888,0.8637573791077329,0.046106693584889
Chris_Coons,-0.7391304347826086,-0.5883519844192799,0,1,1,-0.0957950071397129,-0.2726731987956419,10859,481,B,24311,3894,90,507.0,564.0,1,-0.1313107782548604,-0.1388974879128853,0.194091339894794,0.8602308055059668,0.8494312874393728,0.3207391357052916,0.0426127971777341,0.44758458513247784,-0.24636120480320745,0.9782335578596416
Jerry_Moran,-0.6785714285714286,-0.408757516727126,1,1,1,0.6141192667341949,-0.2916058188717019,5406,461,B,17383,2762,96,590.0,646.0,1,0.1601794955450959,0.0237790169636616,0.2842605718544427,0.2909062886575154,0.294192205436692,0.2659076335222979,-0.1758432445512459,0.42928135986236815,-0.49940316425658215,-0.258072636846638
John_Boozman,-0.9607843137254902,-1.24569121257357,1,1,1,0.929636721789265,-0.2645592187630448,5758,427,C,18579,2956,79,573.0,565.0,0,0.1004766683812494,-0.1369136280973177,0.0287810813021049,0.3884760380114019,0.3900446797547067,0.1726940798112086,-0.161741552512258,0.38276754416214126,-1.1424563361835876,0.1363015250573828
John_Hoeven,-0.7692307692307693,-0.6776178736863865,1,1,1,0.3774811754428923,-0.4079061993389274,5124,453,B,7423,1206,48,416.0,597.0,1,-0.450896500131921,-0.073430113999153,-0.4370932838227462,-0.4916634535829353,-0.5040441191514576,0.2439750326491004,-0.1871406228324806,0.4127783102970464,-0.7275577073678874,-0.5161077559269881
Marco_Rubio,-0.43646408839779,0.3092387253383625,1,1,1,-0.7268299172498534,3.236623165302616,44385,1788,B,50042,8028,272,924.0,2235.0,1,1.3331644527641973,3.176132263900653,2.9292247093374684,2.939371753077961,2.911621936834722,3.90397780336393,1.3857188406411098,0.6263095602712754,2.224510308002359,1.1762511887789142
Ron_Johnson,-0.75,-0.6205868888768463,1,1,1,0.5352399029704273,0.7321079952409691,13688,663,C,33910,5387,172,507.0,627.0,0,-0.1313107782548604,-0.0139143195321235,1.4264041766766584,1.6111155260490213,1.618735552471667,0.8197058055705343,0.1559471346160772,0.5293721973094171,0.884351953060984,0.7306326333318838
Rand_Paul,-0.4344827586206896,0.3151145791362287,1,1,1,-0.0957950071397129,1.10670340674587,30234,937,GA,61892,10040,395,1356.0,1974.0,1,2.8503186489278254,2.658344852037497,4.777693964510265,3.951280699985279,3.8613308169923095,1.570897385477548,0.81880678369873,0.643989989468505,2.4689421161684204,1.1738937422876332
Richard_Blumenthal,-0.625,-0.2498854876148357,0,1,1,1.2451541768443353,0.5738853846053251,28213,947,B,65175,10055,221,647.0,833.0,1,0.3603595630944635,0.3947608024748117,2.1627862376804554,3.9588247527703735,4.124444256111074,1.5983131365690448,0.7378422393498819,0.5037641077687877,0.5303202969134494,1.613233701717368
Mike_Lee,-0.4526315789473684,0.2612922341254104,1,1,1,-0.7268299172498534,0.4237767540022782,11629,699,C,28105,4581,130,510.0,691.0,0,-0.1207749852259463,0.1130527086642058,0.7952195529591182,1.205748423063287,1.1534984175083929,0.9184025094999227,0.0734602485130201,0.4250019508388607,-0.558565963633759,-0.3619681823238035
Brian_Schatz,-0.5416666666666666,-0.0027512201068285,0,1,1,-0.8057092810136209,-0.1644867983610135,8754,448,C,15559,2465,100,415.0,544.0,0,-0.454408431141559,-0.1785746842242383,0.3443733931608751,0.1415340435126479,0.1480091676807899,0.230267157103352,-0.0417169236804178,0.4735991866731572,0.11329047685982634,0.2486761356001573
Tim_Scott,-0.6867469879518072,-0.433003047274383,1,1,1,-0.253553734667248,0.2804297734263957,132167,707,C,22350,3571,134,520.0,1037.0,0,-0.085655675129566,0.7994682048506117,0.8553323742655506,0.6977822022002691,0.6922684930099189,0.9403351103731205,4.902408416113938,0.5198476573728082,0.7526752560371387,-0.1322882759717642
Tammy_Baldwin,-0.6875,-0.435236188245841,0,0,1,-0.0169156433759454,-0.1577251483338492,19927,590,C,30147,4788,145,447.0,691.0,0,-0.3420266388331421,0.1130527086642058,1.0206426328582396,1.3098563514975885,1.3171528928908225,0.6195708226026073,0.4058916136821155,0.47871616021218805,0.1840325997195574,-0.1518392877269849
Chris_Murphy,-0.7411764705882353,-0.5944197311407045,0,1,1,-0.8845886447773884,-0.1144505881599979,12081,638,C,27063,4260,123,435.0,537.0,0,-0.3841698109487984,-0.1924617029332118,0.6900221156728614,1.044305693462268,1.069988151421962,0.7511664278417921,0.0915681030630841,0.43252025522116655,-0.454625458909033,-0.0065836874751744
Mazie_Hirono,-0.3513513513513513,0.5616500124452415,0,0,1,1.1662748130805678,0.0004974623017947,10251,603,B,17896,2899,82,433.0,599.0,1,-0.3911936729680745,-0.0694623943680177,0.0738656972819292,0.3598086374280435,0.3353061848055395,0.6552112990215532,0.0182553291103914,0.4240752029704342,-0.5713782463372257,-0.0600456849942765
Martin_Heinrich,-0.902439024390244,-1.0726617684646642,0,1,1,-0.7268299172498534,-0.3443466890835832,5964,377,C,11742,1862,75,427.0,520.0,0,-0.4122652590259026,-0.2261873197978618,-0.0313317400043274,-0.1617368784481437,-0.1579012792020381,0.0356153243537244,-0.1534888577394413,0.4288834985885924,-0.5049035935427383,-0.2061975105742872
Tim_Kaine,-0.7514792899408284,-0.6249738877083492,0,1,1,0.2986018116791247,1.4826511482562037,21737,1338,B,66566,10436,322,1599.0,1970.0,1,3.7037178842698655,2.6504094127752262,3.6806349756678736,4.150443693511769,4.235924851241808,2.6702690042465718,0.478403155132593,0.5496871929249918,1.16520662326201,0.5416482756867038
Ted_Cruz,-0.6330275229357798,-0.2736919996224877,1,1,1,-0.6479505534860858,4.638989380936486,79712,1801,B,63339,10229,432,1488.0,2866.0,1,3.313893542200045,4.427947807523839,5.333737561594765,4.046335765077467,3.97729948784362,3.939618279782876,2.800975870928966,0.6518606173994387,2.5777534914523335,1.1853069706217692
Elizabeth_Warren,-0.7486910994764397,-0.6167051988112754,0,0,1,1.0085160855530326,3.7099386672041152,43950,1448,GA,38329,6125,239,1114.0,2580.0,1,2.0004313445954227,3.860563900271491,2.4332939335594013,1.9822829230756616,1.972892813350686,2.971842266253037,1.3682920337179287,0.6629058585858586,2.7304538724617435,1.2956235097859183
Deb_Fischer,-0.2,1.010499276676,1,0,1,0.8507573580254976,-0.2253416486054919,5711,362,C,9873,1567,46,356.0,425.0,0,-0.6616123607102027,-0.4146540022767883,-0.4671496944759624,-0.310103249888332,-0.3076908063762602,-0.0055083022835208,-0.1636244488924638,0.5310174160713452,0.9070970907678126,0.3170275789822208
Ed_Markey,-0.7297297297297297,-0.5604731481316553,0,1,1,1.2451541768443353,0.0938082326766617,14053,633,B,40132,6344,156,973.0,1424.0,1,1.5052490722364609,1.5672219534752911,1.1859528914509287,2.092426093738039,2.117392822711372,0.7374585522960437,0.170569627781505,0.4632677499351226,-0.029541562716835175,-0.3371100693361238
Cory_Booker,-0.7914110429447853,-0.7433959420556718,0,1,1,-0.5690711897223183,0.7131753751649094,54067,1115,GA,36499,5878,238,943.0,2034.0,1,1.39989114194732,2.777376440971556,2.418265728232793,1.8580575205477756,1.826228910339008,2.058897754906192,1.7735954949634989,0.5175635738831615,0.7210978180038996,0.8310389072178389
Shelley_Moore_Capito,-0.4974874371859296,0.1282671980946525,1,0,1,0.6929986304979624,0.2614971533503356,9176,495,B,31256,4966,269,651.0,668.0,1,0.3744072871330156,0.0674239329061499,2.884140093357644,1.3993791112140408,1.4060328210000854,0.3591211872333872,-0.0248109178836767,0.5481286184540192,1.1436593422626893,0.2966366381634552
Gary_Peters,-0.582089552238806,-0.1226297827039963,0,1,1,0.2986018116791247,-0.1428495182740879,8951,489,B,18006,2865,97,721.0,774.0,1,0.6202424578076776,0.2777130733563205,0.2992887771810508,0.3427087844484964,0.3441220478280993,0.3426717365784891,-0.0338247835335979,0.4251360884013945,-0.5567115127837617,0.1606491227046758
Bill_Cassidy,-0.3469387755102041,0.574735996825147,1,1,1,0.3774811754428923,-0.1617821383501478,9560,389,C,16523,2602,78,603.0,686.0,0,0.2058345986703902,0.1031334095863675,0.0137528759754968,0.210436392283176,0.2252681854421329,0.0685142256635206,-0.0094272538411444,0.4710576555937381,0.07815382772520027,-0.4464958475341147
James_Lankford,-0.35,0.5656575951615876,1,1,1,-0.4901918259585507,-0.2199323285837606,9462,358,C,12770,2010,65,506.0,570.0,0,-0.1348227092644984,-0.1269943290194794,-0.1816137932704085,-0.0873022243018797,-0.0755130320457511,-0.0164746027201196,-0.013353293101999,0.444486915613055,-0.2891864639237306,-0.7373102758122279
Tom_Cotton,-0.6463414634146342,-0.3131759707571303,1,1,1,-1.2001060998324586,2.210204691179079,15181,1000,C,45060,7195,211,630.0,864.0,0,0.300656735930617,0.4562604567574087,2.0125041844143743,2.5204253550790563,2.512343486122055,1.743616617353978,0.2157591409064435,0.5425563909774436,1.0666233369475355,0.7244926828560444
Steve_Daines,-0.6756756756756757,-0.4001698394778129,1,1,1,-0.0169156433759454,-0.0468340878883551,7307,408,Start,17578,2765,108,475.0,555.0,0,-0.2436925705632773,-0.1567522262529941,0.4645990357737399,0.2924150992145343,0.3098203262494118,0.1206041527373646,-0.0996860952156891,0.46765562120044524,0.031120726383633588,0.0539698327389012
Mike_Rounds,-0.3,0.7139381556663918,1,1,1,0.6141192667341949,-0.4511807595127788,4171,407,C,10558,1697,70,414.0,492.0,0,-0.457920362151197,-0.2817353946337559,-0.1064727666373679,-0.2447214590841812,-0.2527920230085009,0.1178625776282149,-0.2253193515630359,0.4335118437060185,-0.4409167551436867,-0.0246615588012213
Thom_Tillis,-0.5462184873949579,-0.0162501506849969,1,1,1,0.1408430841515896,0.5252015044097423,8704,554,B,21553,3409,142,485.0,589.0,1,-0.208573260466897,-0.0893009925236941,0.9755580168784154,0.6163064321212505,0.6283935582010076,0.5208741186732186,-0.0437200049359559,0.4841648158676723,0.2593602254851656,-0.4301606589714236
Joni_Ernst,-0.0890052356020942,1.3396665942364034,1,0,1,-0.6479505534860858,0.6861287750562521,16252,600,C,34240,5494,229,787.0,720.0,0,0.8520299044437875,0.1705846433156675,2.28301188029332,1.6649297692493608,1.6451831415393463,0.6469865736941041,0.2586651414000686,0.6241752144937683,2.195002992776698,0.9683306008525768
Ben_Sasse,-0.2093023255813953,0.9829121956518504,1,1,1,-0.8057092810136209,0.7442789652898648,11040,607,B,23121,3670,124,302.0,411.0,1,-0.8512566352306562,-0.4424280396947354,0.7050503209994695,0.7475729505818915,0.7540596783771341,0.6661775994581519,0.0498639513227819,0.5559914422131278,1.252362824926511,2.922102968483484
Dan_Sullivan,-0.75,-0.6205868888768463,1,1,1,-0.1746743709034805,-0.0955179680839379,7128,316,C,14112,2228,78,432.0,353.0,0,-0.3947056039777125,-0.5574919089976589,0.0137528759754968,0.0223380095081576,0.0320404968294794,-0.1316207573044063,-0.1068571261105154,0.4928646681352361,0.3796356213376278,-0.041983256647741
Chris_Van_Hollen,-0.7142857142857143,-0.5146722028019861,0,1,1,0.2197224479153571,-0.2199323285837606,7266,464,C,15010,2408,78,509.0,620.0,0,-0.1242869162355843,-0.0278013382410971,0.0137528759754968,0.1128666429292895,0.1040099967772864,0.2741323588497469,-0.1013286218452303,0.4621865203761755,-0.04448955369532547,-0.838496461241491
Todd_Young,-0.5076923076923077,0.0980035197233589,1,1,1,-0.8057092810136209,0.0113161023452575,6551,428,Start,16866,2708,98,794.0,794.0,0,0.8766134215112537,0.3173902696676735,0.3143169825076589,0.2637476986311758,0.2527576492306605,0.1754356549203583,-0.1299726837994245,0.4181067031463748,-0.6538927140438268,-0.3061077119689707
Tammy_Duckworth,-0.6458333333333334,-0.3116690544918375,0,0,1,-0.4901918259585507,0.7875535254637163,23073,962,B,24442,3860,158,591.0,818.0,1,0.1636914265547339,0.3650029052412969,1.2160093021041452,0.8431309525264197,0.8599301788571486,1.63943676320629,0.5319254862805699,0.5849050585966474,1.6520933662162518,1.4424243855924097
Maggie_Hassan,-0.303030303030303,0.704951455029737,0,0,1,0.2986018116791247,0.3794630349821469,7364,516,B,12953,2058,97,513.0,634.0,1,-0.1102391921970322,-2.730082315006729e-05,0.2992887771810508,-0.0631612553895779,-0.0608466417445833,0.4166942645255306,-0.0974025825843757,0.48637932796771394,0.2899758395508929,-0.9165661999848986
John_Neely_Kennedy,-0.1666666666666666,1.109352983679203,1,1,1,0.8507573580254976,0.4502191215553164,55415,538,C,16272,2611,79,473.0,463.0,0,-0.2507164325825534,-0.3392673292852177,0.0287810813021049,0.2149628239542326,0.2051519889088371,0.4770089169268237,1.8275985656128044,0.511434074074074,0.6363575266469713,-0.3377574632973462
Catherine_Cortez_Masto,0.0204081632653061,1.66414419645228,0,0,1,-0.1746743709034805,0.053238332513676,7104,343,C,10359,1652,58,467.0,490.0,0,-0.2717880186403815,-0.2857031142648912,-0.2868112305566652,-0.2673536174394642,-0.2687407206584046,-0.0575982293573648,-0.1078186051131736,0.4635306553911205,-0.025906896653617926,-0.0588662141211747
Tina_Smith,-0.5185185185185185,0.0658971875342845,0,0,1,0.2986018116791247,0.0775802726114674,6689,265,B,17017,2646,79,492.0,566.0,1,-0.1839897433994308,-0.13492976828175,0.0287810813021049,0.2325656137861193,0.2648594248343563,-0.2714410878710403,-0.1244441795341395,0.5286318347002299,0.8741164452436442,-0.2888630343760336
Cindy_Hyde-Smith,-0.6486486486486487,-0.3200181851508918,1,0,1,0.2197224479153571,0.3237043336002471,5374,372,B,20831,3261,136,396.0,415.0,1,-0.5211351203246816,-0.4344926004324647,0.8853887849187668,0.5418717779749864,0.5705294390892964,0.0219074488079759,-0.1771252165547903,0.512790798235752,0.6551142285529123,0.1980769791576262
Marsha_Blackburn,-0.4065934065934066,0.3978235541506553,1,0,1,0.77187799426173,1.3271331976314251,27470,1040,C,21909,3372,146,503.0,770.0,0,-0.1453585022934125,0.2697776340940499,1.0356708381848478,0.5976977685846844,0.6569248967103833,1.8532796217199652,0.7080764518925864,0.52068347010551,0.7642303611346162,0.4129568254393584
Kevin_Cramer,-0.7066666666666667,-0.4920770697726826,1,1,1,0.061963720387822,-0.1550204883229836,5936,297,C,16173,2573,114,465.0,465.0,0,-0.2788118806596576,-0.3352996096540824,0.5547682677333885,0.195851223565327,0.1972177121885332,-0.1837106843782504,-0.1546105832425426,0.46920551268377353,0.05254796514039823,-1.1709325110305653
Jacky_Rosen,-0.2222222222222222,0.9445968053405316,0,0,1,0.3774811754428923,-0.0252823983081024,8627,233,C,7857,1258,44,356.0,441.0,0,-0.6616123607102027,-0.3829122452277059,-0.4972061051291786,-0.465510737261275,-0.4692615323169941,-0.3591714913638302,-0.0468047500694845,0.4673630142889153,0.027075437908489805,-0.9764432720520976
Mitt_Romney,-0.6484560570071259,-0.3194470332198212,1,1,1,1.1662748130805678,1.0242112764144655,75425,3040,FA,89781,14420,571,1790.0,6314.0,1,4.37449670711073,11.268296451601085,7.422658101993291,6.15414411323282,6.096472670048425,7.336429840019336,2.629231684079133,0.6818852066280695,2.992843224440682,1.1536538545634063
Mike_Braun,-0.6595744680851063,-0.3524199177511363,1,1,1,0.6141192667341949,0.5943884524296297,9670,311,B,13809,2173,78,407.0,408.0,1,-0.4825038792186632,-0.4483796191414383,0.0137528759754968,-0.0053235173705215,0.0077568014127917,-0.1453286328501548,-0.0050204750789607,0.5015163572060124,0.4992451613363375,-0.3321102997231009
Josh_Hawley,-0.4579439252336448,0.2455378804269167,1,1,1,-1.3578648273599938,2.3163783213730644,92615,600,C,54607,8592,278,774.0,719.0,0,0.806374801318493,0.1686007835000999,3.019393941297117,3.2230281377975074,3.277480252270957,0.6469865736941041,3.317891019733116,0.6356507490636704,2.35365217675877,1.3173551439999662
Rick_Scott,-0.25,0.862218716171196,1,1,1,0.77187799426173,1.590837548690832,38657,1279,C,50884,8097,255,646.0,1481.0,0,0.3568476320848254,1.680301962962647,2.6737452187851307,2.974074395889395,2.979103361061953,2.50851607280674,1.1562458520066703,0.5597686878408726,1.3045832189213407,1.0407740399364005
